Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,leagueId,leagueName,GM,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,optaTeamId,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
71,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,2,1,1,0,8,0,3,1,0,0,0,0,1,1,0,5,1,0,1,1,4,73,16,397,182,126,2.03,1,0,1.15,3,2,5,4,9,15,0,0,67,9,2,0,596,50,13,14,12,51,62.8%,11,3,56,5,4,5,4,3,4,1,0,1,1,0,0,2,1,1,0,1,2,0,0,1,0,0,0,2,1,1,0,1,0,2,0,0,0,0,2,4,8,122,159,315,23,36.0%,77.6%,188,39,81,51,244,102,69.0%,29,1.19,0,16,26,26,20,5,0.28,1.75,0.28,1.75,1.24,9,4,0.17,12,0.56,0.45,27.0%,13,14,10,11,10,6925,,EDM vs YRK,true,false,false,true,false,2021-07-05,19ehsmgywx8yl13lwhdo0bpjo,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Edmonton,York United,YRK,1,1,Played,T 1-1,2208280,EDM vs YRK (2021-07-05)
71,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,2,2,0,2,0,8,5,2,0,0,0,0,1,0,1,1,1,1,0,0,3,5,62,23,425,181,159,1.48,1,1,1.37,3,3,1,8,9,21,0,0,44,5,1,0,608,48,7,7,16,45,60.9%,15,9,51,3,4,5,3,3,3,0,0,0,0,0,0,0,2,2,0,0,5,0,0,1,2,1,0,4,5,0,3,1,0,1,2,0,0,2,5,10,6,129,194,285,19,39.8%,80.0%,203,34,103,52,238,135,61.5%,26,2.82,1,20,28,28,13,4,1.03,0.45,1.03,0.45,1.48,8,2,0.12,12,0.4,0.4,39.4%,10,16,12,16,12,6925,,CAV vs EDM,false,true,false,false,true,2021-08-04,bh8wzr2mpx96v4c2wpmvyyzh0,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Edmonton,Cavalry,CAV,1,2,Played,L 1-2,2227579,CAV vs EDM (2021-08-04)
71,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,6,6,0,5,3,2,1,2,2,0,1,0,0,0,0,1,0,1,0,1,1,1,0,2,3,50,45,401,204,102,0.55,1,1,0.51,0,0,1,8,9,30,0,0,70,16,0,0,598,43,7,13,9,40,71.4%,10,4,39,4,2,5,3,3,4,0,0,0,0,0,0,1,2,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5,6,7,96,268,234,12,38.7%,76.3%,127,36,143,47,169,185,76.7%,30,2.52,0,12,31,31,7,2,0.38,0.17,0.38,0.17,0.55,8,2,0.06,10,0.17,0.25,29.2%,3,27,7,14,7,6925,,EDM vs PAC,true,false,false,false,true,2021-09-05,bj90d84rnx2z39kg0ixk46uxg,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Edmonton,Pacific,PAC,1,2,Played,L 1-2,2227612,EDM vs PAC (2021-09-05)
71,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,2,0,4,4,0,1,2,3,1,1,0,0,0,0,1,0,1,0,1,3,1,0,2,1,67,26,330,115,122,1.28,1,1,1.26,3,3,3,6,9,9,0,0,45,4,1,0,501,39,8,8,4,41,66.7%,20,7,43,1,2,7,3,2,9,0,0,1,0,0,0,0,1,1,0,0,3,0,0,1,1,0,0,3,3,0,0,2,1,0,1,0,0,0,1,0,2,98,140,263,10,41.5%,71.8%,155,34,48,47,201,82,40.7%,27,1.17,1,14,27,27,12,2,0.58,0.7,0.58,0.7,1.28,8,3,0.13,10,0.29,0.25,37.5%,14,14,14,11,14,6925,,EDM vs PAC,true,false,false,true,false,2021-09-15,bmo3jgl9gwkwttai08z8lzh1w,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Edmonton,Pacific,PAC,1,1,Played,T 1-1,2227656,EDM vs PAC (2021-09-15)
71,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,4,3,1,2,2,6,2,3,1,1,0,0,1,0,0,0,4,0,0,1,1,5,61,31,398,136,170,2,1,0,0.67,3,1,2,7,9,20,0,0,51,11,0,0,598,68,6,15,11,42,72.4%,9,4,60,2,0,10,2,4,8,1,1,0,0,0,0,0,0,0,0,1,6,0,1,4,1,0,0,6,3,3,0,1,2,1,2,0,0,4,0,2,21,168,167,263,19,37.2%,76.9%,166,70,70,85,201,112,20.8%,24,0.3,1,15,23,23,17,2,1.06,0.94,1.06,0.94,1.21,9,0,0.14,14,0.4,0.38,25.6%,18,21,7,13,7,15377,,FOR vs EDM,true,false,true,false,false,2021-07-15,1kkx9yjx8wwafdcnlhi7z5hck,73xrv2025rnj0t3y9ayp83bec,6925,6925,Forge,Edmonton,EDM,1,0,Played,W 1-0,2208291,FOR vs EDM (2021-07-15)
71,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,3,3,0,3,2,4,0,2,0,0,0,0,1,0,1,0,1,0,0,1,4,2,57,18,410,145,190,1.26,1,1,1.08,2,2,1,8,9,21,4,2,58,12,4,4,616,63,7,13,12,49,57.1%,17,9,59,6,2,9,1,2,11,4,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,1,1,0,0,0,1,1,0,0,3,1,8,20,164,152,300,31,38.3%,81.7%,194,73,68,87,232,91,63.2%,19,0.67,1,12,29,29,15,5,0.77,0.49,0.77,0.49,1.26,8,4,0.11,12,0.17,0.11,56.5%,17,15,14,23,14,15377,,YRK vs FOR,false,true,true,false,false,2021-07-30,bgsr8gpd1ckfp5c2a5ltbj9jo,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Forge,York United,YRK,1,0,Played,W 1-0,2227575,YRK vs FOR (2021-07-30)
71,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,3,2,1,3,2,8,2,5,1,0,1,0,0,0,0,0,1,0,0,0,5,5,46,18,563,216,283,2.26,0,0,1.16,3,2,1,8,9,26,6,3,53,15,2,2,762,47,7,11,9,33,72.0%,6,4,61,4,1,3,5,6,4,5,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,2,0,2,15,262,161,339,38,30.9%,88.6%,270,132,97,154,294,115,38.5%,13,0.25,0,19,18,18,8,7,0.91,1.35,0.91,1.35,1.47,9,1,0.14,16,0.16,0.15,47.7%,23,13,7,38,7,15377,,FOR vs YRK,true,false,false,false,true,2021-08-04,bhvawu2rjq9katmt23ke32p04,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Forge,York United,YRK,0,1,Played,L 0-1,2227592,FOR vs YRK (2021-08-04)
71,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,4,2,2,2,0,7,2,4,0,0,0,0,0,1,1,0,2,1,1,0,5,3,55,14,525,210,246,0.58,1,1,0.39,0,0,2,7,9,20,2,0,43,8,0,0,685,48,2,9,8,23,52.4%,4,3,52,3,2,7,4,3,2,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,2,2,4,8,189,123,373,28,30.7%,86.9%,297,75,84,97,337,91,65.2%,23,1.71,0,23,12,12,9,2,0.39,0.19,0.39,0.19,0.58,8,4,0.04,13,0.13,0.13,25.8%,21,9,10,17,10,15377,,FOR vs HFX,true,false,false,true,false,2021-08-22,bi9uq5b5qnq2t6pf928nogs2c,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Forge,HFX Wanderers,HFX,1,1,Played,T 1-1,2227599,FOR vs HFX (2021-08-22)
71,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,4,3,1,1,3,1,0,0,0,0,0,0,2,0,2,0,1,0,1,1,2,2,74,29,426,179,144,1.66,2,2,1.66,2,2,1,8,9,16,0,0,48,10,4,3,614,54,8,7,15,39,55.6%,7,3,51,3,2,4,2,5,9,2,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,2,2,0,1,0,0,1,0,0,0,4,1,4,19,141,192,281,16,37.8%,75.8%,165,58,100,77,214,135,38.9%,18,0.62,2,15,24,24,14,1,1.58,0.08,1.58,0.08,1.66,7,3,0.18,9,0.07,0,16.2%,12,19,12,20,12,15377,,FOR vs PAC,true,false,true,false,false,2021-09-25,bksny6dxmf724sqdloqb8cqok,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Forge,Pacific,PAC,2,1,Played,W 2-1,2227632,FOR vs PAC (2021-09-25)
71,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,4,3,1,2,3,7,3,4,0,0,1,0,2,0,2,0,1,0,1,1,4,6,74,16,591,227,274,1.32,2,1,0.8,2,1,0,9,9,29,1,1,67,12,5,1,808,55,15,18,7,49,80.5%,7,3,72,7,1,10,3,4,9,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,1,1,1,1,1,0,0,0,0,3,0,6,8,241,150,417,32,30.8%,84.8%,306,107,88,142,351,98,42.9%,14,0.42,1,10,22,22,12,15,1.09,0.23,1.09,0.23,1.32,8,3,0.08,16,0.3,0.33,42.1%,26,15,14,29,14,15377,,FOR vs ATO,true,false,true,false,false,2021-10-16,bm3ofyh2lf8ego5sr32pvznro,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Forge,Atlético Ottawa,ATO,2,0,Played,W 2-0,2227649,FOR vs ATO (2021-10-16)
71,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,6,4,2,1,1,6,3,1,0,0,0,0,2,0,1,2,0,3,0,0,4,5,51,17,276,131,77,2.55,2,2,2.34,3,3,2,7,9,23,1,0,52,8,0,0,479,67,5,14,12,45,63.3%,14,2,46,3,4,7,2,8,5,3,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,11,95,166,218,12,44.6%,75.4%,118,14,76,24,144,108,34.5%,29,0.84,2,15,27,27,14,4,1.57,0.98,1.57,0.98,2.55,7,2,0.18,14,0.47,0.55,42.1%,10,25,16,10,16,15382,,YRK vs PAC,true,false,false,true,false,2021-07-01,196amg7povlgskyxkiv0syqdw,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,York United,Pacific,PAC,2,2,Played,T 2-2,2208276,YRK vs PAC (2021-07-01)
71,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,2,1,2,2,6,2,2,0,0,0,0,1,0,1,0,2,0,0,1,3,4,53,27,401,188,133,1.19,1,0,0.49,2,0,2,7,9,29,5,4,50,16,1,0,602,67,5,7,10,35,57.1%,11,2,50,3,4,5,4,5,4,5,0,2,0,0,0,1,1,0,1,0,2,0,0,1,1,0,1,2,2,0,0,0,0,1,0,0,0,6,3,0,14,104,197,301,17,37.9%,80.0%,195,27,99,37,229,135,31.0%,29,2.03,1,10,24,24,11,0,0.99,0.21,0.99,0.21,1.19,9,1,0.09,13,0.3,0.2,31.6%,12,14,11,10,11,15382,,EDM vs YRK,false,true,false,true,false,2021-07-05,19ehsmgywx8yl13lwhdo0bpjo,73xrv2025rnj0t3y9ayp83bec,6925,6925,York United,Edmonton,EDM,1,1,Played,T 1-1,2208280,EDM vs YRK (2021-07-05)
71,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,5,5,0,1,0,6,2,3,0,0,0,0,1,0,1,0,1,1,0,1,1,8,38,11,366,180,137,2.2,1,0,1.2,5,3,2,7,9,29,1,1,48,14,3,0,549,51,7,7,5,38,46.7%,14,7,39,2,4,3,3,5,4,1,0,1,0,0,0,1,1,1,0,0,7,0,2,3,2,1,0,6,4,3,1,1,0,1,4,0,0,3,4,2,9,136,203,210,26,34.2%,86.6%,160,51,106,65,180,121,66.7%,12,2.61,1,14,28,28,7,3,2.08,0.12,2.08,0.12,2.2,9,2,0.18,12,0.21,0.25,24.2%,10,10,41,11,41,15382,,YRK vs HFX,true,false,false,true,false,2021-08-25,bifj6qdoi8yfg9elkwof5yfx0,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,York United,HFX Wanderers,HFX,1,1,Played,T 1-1,2227601,YRK vs HFX (2021-08-25)
71,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,5,4,1,2,2,5,3,2,0,0,0,0,1,0,1,0,0,2,1,0,3,5,46,35,439,217,141,0.8,1,1,0.44,1,0,0,9,9,23,2,1,57,13,0,0,629,51,6,12,16,53,62.1%,16,9,63,3,4,6,2,4,5,4,0,0,0,0,0,1,2,2,0,0,2,0,0,1,2,0,0,2,0,2,1,0,0,0,0,0,0,3,1,2,9,107,254,268,16,33.5%,81.5%,179,42,137,63,204,172,57.7%,26,0.83,0,11,39,39,13,1,0.71,0.09,0.71,0.09,0.8,8,2,0.06,14,0.18,0.25,37.1%,20,34,18,15,18,15376,,HFX vs CAV,true,false,false,false,true,2021-07-17,1kpwxj1pma3k2m9k2zre1avbo,41ewt71n8fqwy6trsqta1bjvu,15381,15381,HFX Wanderers,Cavalry,CAV,1,2,Played,L 1-2,2208293,HFX vs CAV (2021-07-17)
71,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,6,4,2,0,0,5,2,1,0,0,0,0,2,0,2,1,1,1,0,1,2,7,57,21,428,195,155,1.39,2,2,1.26,2,2,1,8,9,14,0,0,51,10,8,1,610,49,9,14,8,42,57.5%,10,4,67,6,4,3,2,6,6,7,0,0,0,0,0,0,3,2,1,0,2,0,0,0,1,0,0,2,1,1,0,2,0,1,0,0,0,2,0,2,9,136,207,267,14,30.8%,81.8%,186,47,117,66,218,144,33.3%,15,0.56,1,16,28,28,11,3,1.25,0.14,1.25,0.14,1.39,7,1,0.13,11,0.25,0.4,30.4%,16,16,10,25,10,15376,,HFX vs YRK,true,false,false,false,true,2021-08-07,bheksvmkt3q1o0qbp2om0ht78,cqthcpums3aas2tdy0qhlkuwa,15382,15382,HFX Wanderers,York United,YRK,2,3,Played,L 2-3,2227581,HFX vs YRK (2021-08-07)
71,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,5,5,0,2,0,3,0,1,1,1,0,0,2,0,1,0,2,1,1,1,2,3,52,13,392,151,176,1.5,2,1,0.71,1,0,3,6,9,27,2,0,65,16,5,2,594,50,8,17,13,62,59.5%,23,10,50,0,1,7,1,0,10,2,0,1,0,0,0,0,1,1,0,1,2,0,0,1,0,1,0,1,2,0,1,0,0,1,1,0,0,2,5,6,13,146,164,284,27,35.2%,83.4%,185,66,76,83,216,93,76.5%,17,2.29,1,11,45,45,16,1,0.51,0.99,0.51,0.99,0.71,8,4,0.15,10,0.27,0.17,14.3%,7,15,17,23,17,15376,,ATO vs HFX,false,true,true,false,false,2021-09-11,bjmltjwcfo38r1j5mtdzhki6s,dn8tjhuq0bax4dgixqvluhzze,16614,16614,HFX Wanderers,Atlético Ottawa,ATO,2,1,Played,W 2-1,2227617,ATO vs HFX (2021-09-11)
71,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,6,4,2,2,0,4,2,2,0,0,1,0,2,0,2,0,0,1,0,2,3,6,48,17,441,207,169,2.52,2,2,1.93,4,3,1,8,9,27,2,1,41,12,0,0,623,53,7,8,8,41,60.0%,18,9,47,5,3,6,3,0,6,2,1,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,3,2,1,1,2,1,0,1,0,0,4,1,6,11,135,193,295,26,32.7%,85.3%,220,48,108,59,241,141,38.5%,13,1.15,2,15,30,30,7,4,2.42,0.1,2.42,0.1,2.52,7,2,0.21,12,0.13,0,28.6%,16,14,12,17,12,15380,,VAL vs PAC,false,true,true,false,false,2021-08-17,bi15l7rdz3145hkrmzhfevo5w,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Pacific,Valour,VAL,2,0,Played,W 2-0,2227595,VAL vs PAC (2021-08-17)
71,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,3,2,1,2,0,7,2,4,0,0,0,0,1,1,2,0,3,0,0,2,3,4,69,9,401,210,113,2.37,2,1,0.97,5,2,1,8,9,17,3,1,43,8,0,0,604,70,4,14,12,48,52.9%,18,5,45,4,3,4,2,4,4,2,0,0,0,0,1,1,1,1,0,0,4,0,0,4,1,0,0,4,2,2,0,0,1,1,1,1,0,1,0,2,13,128,183,293,18,34.7%,80.5%,185,33,105,39,231,131,23.3%,30,0.55,1,8,24,24,18,6,2.31,0.05,2.31,0.05,2.37,8,2,0.2,12,0.5,0.5,26.1%,21,11,14,7,14,15380,,EDM vs PAC,false,true,true,false,false,2021-09-05,bj90d84rnx2z39kg0ixk46uxg,73xrv2025rnj0t3y9ayp83bec,6925,6925,Pacific,Edmonton,EDM,2,1,Played,W 2-1,2227612,EDM vs PAC (2021-09-05)
71,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,4,4,0,2,1,6,1,2,0,0,0,0,1,0,0,0,2,1,0,1,2,4,61,31,482,260,130,1.15,1,0,0.47,1,0,6,3,9,24,2,0,39,8,0,0,657,45,2,5,7,32,63.6%,17,11,49,2,3,9,2,1,5,1,0,1,0,0,1,1,1,1,0,0,3,0,0,2,2,0,0,3,3,0,1,0,0,1,0,0,0,2,3,8,4,136,239,282,21,29.5%,80.9%,201,44,145,62,230,190,59.3%,27,1.28,0,24,20,20,11,1,0.57,0.59,0.57,0.59,1.15,9,3,0.09,13,0.29,0.08,25.0%,12,18,11,14,11,15380,,EDM vs PAC,false,true,false,true,false,2021-09-15,bmo3jgl9gwkwttai08z8lzh1w,73xrv2025rnj0t3y9ayp83bec,6925,6925,Pacific,Edmonton,EDM,1,1,Played,T 1-1,2227656,EDM vs PAC (2021-09-15)
71,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,6,4,2,4,0,1,1,0,0,0,1,0,2,0,1,1,0,2,0,1,2,3,50,15,299,148,86,1.64,2,2,1.49,3,3,3,6,9,21,1,0,56,14,3,2,501,50,10,15,10,57,83.3%,20,8,46,2,3,8,2,0,5,1,1,1,0,0,0,1,0,0,0,0,8,0,4,0,5,0,0,8,5,3,1,3,2,1,0,0,0,0,2,2,11,95,219,187,20,39.8%,78.3%,113,26,95,36,138,125,40.0%,25,2.05,2,11,43,43,12,2,1.07,0.57,1.07,0.57,1.64,7,8,0.15,11,0.45,0.33,14.3%,8,19,23,11,23,15378,,VAL vs HFX,true,false,true,false,false,2021-06-30,191wl8nypey86wqfcks18lkb8,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Valour,HFX Wanderers,HFX,2,0,Played,W 2-0,2208274,VAL vs HFX (2021-06-30)
71,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,2,2,0,1,1,7,4,2,0,0,0,0,1,0,1,0,1,0,0,1,4,4,52,18,521,280,171,0.56,1,1,0.45,0,0,1,8,9,31,0,0,51,19,1,1,701,46,6,10,9,35,76.2%,9,2,46,4,3,8,1,0,9,1,0,0,1,0,0,0,3,2,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,3,1,2,8,120,204,377,13,29.4%,86.6%,253,55,143,70,290,161,46.2%,13,1.21,0,7,14,14,20,1,0.45,0.11,0.45,0.11,0.56,8,1,0.05,11,0.29,0.25,45.2%,14,15,12,8,12,15378,,VAL vs PAC,true,false,false,false,true,2021-09-29,bjs1u9y4cpjzqarq2puo5mnmc,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Valour,Pacific,PAC,1,3,Played,L 1-3,2227619,VAL vs PAC (2021-09-29)
71,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,5,5,0,2,1,5,3,0,0,0,1,0,3,0,3,0,1,1,0,3,2,6,74,26,551,277,174,1.54,3,2,1.3,1,1,3,6,9,36,0,0,62,13,6,1,740,56,2,11,10,35,65.0%,10,6,71,3,0,7,3,2,11,3,0,0,0,0,0,0,3,3,0,0,6,1,0,3,2,1,0,4,4,2,0,3,1,1,2,0,0,1,1,2,8,123,211,406,17,34.1%,81.9%,297,30,124,51,352,148,69.0%,29,1.6,1,17,22,22,11,2,1.28,0.26,1.28,0.26,1.54,7,2,0.12,13,0.35,0.25,43.1%,16,14,19,19,19,15378,,EDM vs VAL,false,true,false,true,false,2021-11-06,bndu5q83nt71wwtuiabs10104,73xrv2025rnj0t3y9ayp83bec,6925,6925,Valour,Edmonton,EDM,3,3,Played,T 3-3,2227664,EDM vs VAL (2021-11-06)
71,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,2,0,2,4,0,5,2,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,69,31,494,258,136,0.6,0,0,0.46,0,0,4,5,9,27,1,1,81,19,0,0,724,55,18,16,9,64,79.1%,19,10,48,5,5,2,3,1,12,1,0,0,0,0,0,0,2,2,0,0,3,0,0,1,1,1,0,2,2,1,1,1,0,1,0,0,0,2,1,4,12,161,256,307,22,34.6%,79.8%,207,43,144,61,248,185,44.8%,29,0.78,0,19,41,41,14,9,0.27,0.33,0.27,0.33,0.6,9,3,0.05,11,0.37,0.18,44.1%,11,23,12,10,12,15381,,CAV vs FOR,true,false,false,false,true,2021-07-09,19mxfeuhvl92qtawpg4pi1o2c,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Cavalry,Forge,FOR,0,2,Played,L 0-2,2208284,CAV vs FOR (2021-07-09)
71,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,7,7,0,2,2,5,1,3,0,0,0,0,2,0,1,0,1,1,0,2,4,6,73,20,428,201,134,2.41,2,0,1.1,5,2,2,7,9,18,2,1,48,9,1,1,608,44,9,8,8,35,77.3%,10,5,51,3,3,4,4,3,5,2,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,3,4,7,131,215,262,21,36.2%,78.3%,169,51,115,66,212,150,38.5%,26,1.48,2,18,25,25,8,2,1.52,0.89,1.52,0.89,2.41,9,2,0.15,16,0.22,0.25,25.0%,12,17,16,12,16,15381,,CAV vs EDM,true,false,true,false,false,2021-08-04,bh8wzr2mpx96v4c2wpmvyyzh0,73xrv2025rnj0t3y9ayp83bec,6925,6925,Cavalry,Edmonton,EDM,2,1,Played,W 2-1,2227579,CAV vs EDM (2021-08-04)
71,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,1,2,2,1,5,1,1,0,0,0,0,0,1,1,0,1,1,1,0,4,2,57,39,412,201,115,0.74,1,1,0.61,0,0,5,4,9,25,3,2,50,11,0,0,610,67,8,4,13,37,54.5%,12,6,52,5,2,7,1,6,5,3,0,0,1,0,1,0,3,2,1,0,4,0,0,1,2,0,0,4,1,3,0,3,0,0,2,0,0,2,0,0,18,111,244,255,18,40.3%,76.7%,149,41,126,55,190,167,51.7%,29,0.9,0,10,28,28,7,2,0.42,0.32,0.42,0.32,0.74,8,3,0.07,11,0.6,0.4,35.3%,12,27,9,10,9,15381,,PAC vs CAV,false,true,false,false,true,2021-09-10,bjjw4au1rwq1m2lx8u20otkpg,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Cavalry,Pacific,PAC,1,3,Played,L 1-3,2227616,PAC vs CAV (2021-09-10)
